Número de extracción;Fecha;Duración (h);Hora inicial alimentación;Hora  final alimentación;pH inicial licor liviano;Claridad inicial licor liviano (NTU);RF R1;RF R2;RF R3;RF R4;RF R5;RF R6;RF R7;RF R8;RF R9;RF R10;RF R11;RF R12;RF R13;RF R14;RF R15;RF R16;RF R17;RF R18;RF R19;RF R20;RF R21;RF R22;RF R23;RF R24;RF R25;RF R26;RF R27;Residuo total (in);Residuo total (kg);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
074;2019-03-26;24:45:00;16:30;9:30;2,92;73;1;1;2;0,5;0,5;1;1;2;2;1;0,5;0,5;1;0,5;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;25,5;2.618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
075;2019-03-27;26:55:00;18.00;14:00;3,31;271;1;0,5;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;5;0,5;1;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;0,5;0,5;23,0;2.310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
076;2019-03-28;25:20:00;20:30;16:30;2,90;68;1;1;0,5;4;1;1;0,5;1;1;0,5;3;4;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;0,5;0,5;27,5;1.665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
077;2019-03-30;24:15:00;1:15;19:00;3,02;22;1;0,5;0,5;2;3;0,5;0,5;1;1;0,5;4;3;0,5;1;2;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;31,0;2.143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
078;2019-03-31;24:15:00;1:45;19:00;2,87;120;0,5;0,5;0,5;2;0,5;0,5;2;0,5;0,5;0,5;0,5;0,5;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;18,0;2.742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
079;2019-04-01;22:15:00;8:00;19:00;2,92;120;;2;5;8;0,5;2;2;;;2;3;0,5;4;0,5;0,5;0,5;0,5;0,5;0,5;1;1;2;2;0,5;0,5;0,5;0,5;40,0;2.402;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
080;2019-04-01;23:40:00;2:30;21:00;2,95;73;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;13,5;1.595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
081;2019-04-03;25:45:00;3:30;22:00;2,94;66;1;1;3;3;1;1;1;1;1;3;3;1;1;1;1;0,5;0,5;0,5;0,5;1;1;2;1;1;2;1;1;35,0;2.614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
082;2019-04-04;26:30:00;4:30;1:00;3,02;82;;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;13,5;1.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
083;2019-04-05;22:00:00;8:30;1:00;2,68;23;0,5;0,5;2;0,5;0,5;0,5;3;0,5;0,5;0,5;0,5;0;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;16,5;2.894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
084;2019-04-06;24:00:00;9:00;2:00;2,92;38;2;1;2;2;1;1;1;1;1;3;3;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;0,5;0,5;31,0;1.923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
085;2019-04-07;23:30:00;9:00;3:00;2,84;64;1;1;5;1;1;1;1;2;1;1;1;2;4;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;34,0;1.640;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
086;2019-04-08;24:00:00;10:30;4:00;2,86;51;1;3;1;2;2;1;1;1;1;1;1;1;0,5;1;1;0,5;0,5;0,5;0,5;1;1;1;;1;1;1;1;27,5;2.535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
087;2019-04-09;26:10:00;10:30;6:00;2,86;22;1;1;5;1;1;1;1;1;1;5;1;1;3;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;31,0;2.669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
088;2019-04-10;24:40:00;12:00;6:30;2,98;199;0,5;0,5;3;1;0,5;0,5;0,5;0,5;0,5;1;1;2;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;20,5;2.226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
089;2019-04-11;24:20:00;12:30;9:00;2,64;19;1;1;1;4;1;1;1;0,5;2;1;1;0,5;4;1;1;0,5;0,5;0,5;0,5;2;2;2;2;2;2;0,5;0,5;36,0;4.225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
090;2019-04-12;25:15:00;14:30;11:30;2,80;80;0,5;1;1;1;1;1;1;0,5;1;0,5;0,5;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;23,0;2.810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
091;2019-04-13;25:45:00;17:45;12:00;2,87;90;0,5;1;1;3;1;2;1;0,5;1;2;1;1;2;2;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;30,0;2.876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
092;2019-04-14;24:45:00;19:00;14:30;3,10;65;1;1;4;2;1;1;1;2;2;2;1;1;3;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;34,0;1.926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
093;2019-04-15;25:45:00;19:00;15:30;3,05;64;1;1;2;2;1;1;1;1;;2;1;1;1;1;1;2;2;0,5;0,5;2;2;2;2;1;1;0,5;0,5;33,0;3.125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
094;2019-04-16;35:25:00;1:00;2:00;3,09;42;0,5;1;3;1;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;0,5;1;1;1;1;1;23,0;623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
095;2019-04-18;25:40:00;10:20;5:00;2,80;31;0,5;0,5;8;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;23,5;1.262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
096;2019-04-19;25:15:00;14:00;8:00;3,01;31;2;1;4;3;0,5;1;4;2;1;2;0,5;0,5;1;1;4;0,5;0,5;0,5;0,5;1;1;1;1;1;1;0,5;0,5;36,5;2.316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
097;2019-04-20;23:20:00;15:30;11:00;3,31;122;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;0,5;0,5;0,5;0,5;15,0;1.579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
098;2019-04-21;23:20:00;17:00;11:00;2,81;82;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;13,5;2.150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
099;2019-04-22;23:20:00;18:00;11:00;2,84;37;0,5;0,5;0,5;0,5;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;;1;1;1;1;20,0;1.635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;2019-04-23;25:05:00;18:00;11:00;2,91;67;2;2;3;5;4;2;5;2;3;1;1;2;1;1;2;1;1;1;1;1;1;1;;0,5;0,5;0,5;0,5;45,0;2.064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;2019-04-24;25:20:00;16:30;11:00;2,77;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;0,5;0,5;;0,5;0,5;22,0;3.210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;2019-04-25;22:00:00;18:00;14:00;3,13;212;0,5;;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;1;0,5;1;0,5;0,5;15,0;2.494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;2019-04-26;24:05:00;18:00;12:40;3,22;64;0,5;0,5;0,5;1;0,5;0,5;1;0,5;0,5;0,5;0,5;1;1;0,5;0,5;0;0;0;0;1;1;1;1;1;1;1;1;17,5;1.844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;2019-04-27;27:20:00;20:00;17:00;2,87;27;1;1;1;1;0,5;0,5;0,5;1;1;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;21,5;2.992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;2019-04-28;30:00:00;0:00;21:00;2,92;30;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;13,5;1.753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;2019-04-29;30:15:00;4:00;3:00;3,14;22;1;1;0,5;0,5;2;1;1;0,5;1;2;0,5;0,5;1;0,5;1;0,5;0,5;0,5;0,5;0,5;1;1;1;0,5;1;1;0,5;22,5;906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;2019-05-01;27:30:00;10:00;5:30;3,10;23;1;1;1;2;1;0,5;0,5;1;0,5;1;1;1;1;1;2;0,5;0,5;0,5;0,5;;1;1;1;1;1;1;1;24,5;2.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;2019-05-02;24:15:00;15:00;10:00;3,04;122;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;;1;3;3;3;1;1;1;23,0;2.670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;2019-05-03;24:00:00;17:00;9:50;3,09;56;0,5;0,5;1;1;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;;1;1;1;1;1;1;1;18,5;2.316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;2019-05-04;21:30:00;20:30;10:00;3,06;127;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;13,5;2.041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;2019-05-07;23:45:00;21:00;14:00;2,71;22;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;2;1;;1;1;1;18,5;1.887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;2019-05-08;28:30:00;22:30;18:00;2,78;46;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;13,5;2.952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;2019-05-10;23:15:00;2:30;20:00;3,23;320;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;2;3;2;1;1;1;21,0;2.249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;2019-05-11;22:50:00;5:00;23:30;3,44;38;0,5;1;2;2;0,5;0,5;0,5;0,5;0,5;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;41,0;2.666;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;2019-05-12;31:00:00;7:00;5:00;3,05;91;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;27,0;2.626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;2019-05-13;24:00:00;15:00;9:00;3,18;86;1;0,5;0,5;1;1;0,5;0,5;0,5;0,5;0,5;1;1;0,5;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;21,0;2.468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;2019-05-14;25:00:00;21:00;17:30;3,09;95;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;5;2;2;3,5;3,5;1;1;30,0;1.139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;2019-05-15;21:30:00;3:00;20:30;2,93;40;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;2;1;21,5;2.382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;2019-05-17;24:45:00;5:00;22:30;3,02;98;1;0,5;1;1;0,5;0,5;1;0,5;1;1;1;0,5;0,5;1;1;0,5;0,5;0,5;0,5;1;1;3;3;2;2;1;1;28,0;2.839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;2019-05-18;25:00:00;8:00;3:00;3,06;20;0,5;0,5;2;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;0,5;0,5;1;1;1;1;1;1;1;1;1;1;1;1;23,0;1.732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;2019-05-19;24:00:00;14:00;5:00;2,80;34;0,5;0,5;0,5;2;1;1;1;0,5;1;1;1;1;3;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;26,0;3.284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;2019-05-20;26:45:00;15:00;9:00;3,02;33;2;1;4;5;2;1;1;1;2;1;3;2;2;1;1;0,5;0,5;0,5;0,5;1;1;8;10;4;2;2;2;61,0;2.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;2019-05-22;24:15:00;21:30;16:00;3,14;64;1;1;;1;1;1;2;1;2;1;1;2;1;1;2;0,5;0,5;0,5;0,5;1;1;2;2;1;1;1;1;30,0;1.794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;2019-05-23;22:45:00;23:00;16:30;3,02;104;0,5;0,5;;0,5;0,5;0,5;0,5;1;0,5;0,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;0,5;0,5;0,5;0,5;15,5;1.684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;2019-05-24;21:50:00;23:00;18:00;2,93;44;0,5;0,5;;0,5;1;1;1;0,5;0,5;2;0,5;1;1;1;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;22,0;1.965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;2019-05-25;25:15:00;2:00;19:00;3,07;32;1;0,5;1;0,5;1;0,5;1;0,5;1;1;0,5;1;;0,5;1;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;21,0;2.035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;2019-05-27;24:00:00;4:00;21:30;2,90;52;1;0,5;0,5;1;1;0,5;0,5;1;1;0,5;0,5;;1;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;2;2;1;1;22,0;2.179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;2019-05-28;22:40:00;6:00;23:00;2,76;36;0,5;0,5;0,5;0,5;0,5;0,5;1;0,5;0,5;0,5;;0,5;0,5;1;1;1;1;1;1;1;2;1;1;1;1;2;4;25,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;2019-05-29;21:35:00;7:30;0:00;2,71;74;0,5;2;3;2;0,5;0,5;0,5;0,5;0,5;;0,5;1;1;0,5;0,5;0,5;0,5;0,5;0,5;;;;;;;;;15,5;2.471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;2019-05-30;22:00:00;8:00;2:00;2,92;102;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;17,5;2.302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;2019-05-31;24:00:00;9:00;3:00;3,18;37;1;1;1;1;5;1;1;0;3;1,5;2;3;1;1;1;0,5;0,5;0,5;0,5;1;2;1;1;2;3;1;1;37,5;2.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;2019-06-01;30:30:00;11:00;10:00;2,84;48;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,5;0,5;0,5;0,5;1;1;2;2;1;1;1;1;26,0;2.262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;2019-06-02;20:30:00;21:00;11:30;3,02;50;1;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;4;0,5;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;1;1;21,0;2.076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;2019-06-03;23:00:00;21:00;12:30;3,12;55;1;1;;3;3;2;1;1;1;5;5;2;2;5;5;0,5;0,5;0,5;0,5;3;3;3;3;3;3;2;2;61,0;2.274;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;2019-06-04;23:30:00;21:00;12:30;3,00;30;2;2;2;;2;2;2;2;2;1;2;6;5;2;2;0,5;0,5;0,5;0,5;0,5;1;4;4;4;4;2;2;57,5;2.536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;2019-06-05;23:20:00;21:00;12:00;2,99;152;1;1;1;1;1;1;1;1;;1;1;;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;1;1;19,0;1.568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;2019-06-06;23:00:00;21:00;12:00;3,20;152;0,5;0,5;5;1;0;0,5;0,5;0,5;0,5;1;0,5;0;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;5;5;1;1;0,5;0,5;30,5;3.385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;2019-06-07;24:00:00;21:00;16:00;2,84;100;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;0,5;0,5;0,5;0,5;1;1;2;2;2;2;1;1;28,0;2.563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;2019-06-08;20:45:00;1:00;16:30;2,99;247;1;1;1;1;1;0,5;0,5;1;1;1;1;1;5;;0,5;1;0,5;2;0,5;1;1;1;1;1;1;1;1;28,5;1.201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;2019-06-09;21:15:00;1:00;17:00;3,02;44;1;1;7;2;1;0,5;0,5;1;1;1;;1;0,5;0,5;0,5;3;1;3;1;1;1;1;1;1;1;0,5;0,5;33,5;1.833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;2019-06-10;22:10:00;0:00;17:00;3,01;44;0,5;0,5;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;2;2;2;1;2;1;1;1;1;0,5;0,5;23,0;1.623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;2019-06-11;22:10:00;0:00;17:00;2,82;52;1;3;2;3;;3;2;1;2;3;3;4;1;3;3;1;1;1;1;5;5;5;5;5;5;5;5;78,0;2.542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;2019-06-12;24:55:00;0:00;20:00;2,98;51;0,5;0,5;1;0,5;0,5;;1;1;0,5;0,5;1;1;3;1;1;0,5;0,5;0,5;0,5;4;4;2;2;2;2;4;4;39,0;2.152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;2019-06-13;25:45:00;4:00;22:00;3,16;50;0,5;1;0,5;2;0,5;1;;1;1;0,5;1;2;1;0,5;1;2;2;2;4;2;9;1;2;1;1;1;1;41,5;2.594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;2019-06-16;24:15:00;9:30;6:00;2,90;59;1;1;2;2;1;7;0,5;1;5;3;6;5;7;6;0,5;0,5;0,5;0,5;0,5;1;1;1;1;1;1;0,5;0,5;57,0;1.869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;2019-06-18;27:00:00;15:00;12:00;3,11;74;0,5;0,5;;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;13,0;2.334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;2019-06-19;24:30:00;19:00;12:45;3,26;127;0,5;0,5;0,5;0,5;0,5;0,5;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;3;2;0,5;2;0,5;4;4;4;4;4;4;0,5;0,5;42,5;2.636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;2019-06-24;30:15:00;13:30;10:30;3,18;26;4;4;4;4;3;3;3;3;3;3;4;4;4;0,5;0,5;2,5;2,5;2,5;2,5;1;1;1;1;1;1;1;1;65,0;3.506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;2019-06-25;26:50:00;0:00;22:00;2,95;39;0,5;3;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2,5;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;18,5;2.346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;2019-06-27;27:00:00;4:30;2:00;2,97;44;0,5;1;2;2;1;1;0,5;1;2;4;4;3;1;1;1;1;0,5;1;0,5;1;1;2;2;2;2;1;1;40,0;2.762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;2019-06-28;28:50:00;12:00;9:00;2,93;50;0,5;0,5;2;3;2;1;1,5;2;1,5;2;3;0,5;2;0,5;2;0,5;0,5;0,5;0,5;1;1;2;2;0,5;0,5;0,5;0,5;34,0;1.763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;2019-06-29;24:30:00;17:00;12:00;2,96;22;0,5;2;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;2;3;2;2;0,5;0,5;1;1;23,0;2.826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;2019-07-02;24:35:00;2:40;19:30;3,40;99;1;2;3;2;2;1;0,5;2;2;3;3;2;1;1;0,5;0,5;0,5;0,5;0,5;0,5;0,5;3;3;0,5;0,5;1;1;38,0;2.514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
